OP_CODIGO,OP_AMBITO,OP_NOMBRE,OP_SIGLAS,ANIO
1.0,NACIONAL,PARTIDO UNION NACIONAL UNO,UN - UNO,2002
2.0,NACIONAL,PARTIDO LIBERAL RADICAL ECUATORIANO,PLRE,2002
3.0,NACIONAL,PARTIDO SOCIEDAD PATRIOTICA 21 DE ENERO,PSP,2002
4.0,NACIONAL,PARTIDO CONCENTRACION DE FUERZAS POPULARES,CFP,2002
5.0,NACIONAL,PARTIDO DEMOCRACIA POPULAR - UNION DEMOCRATA CRISTIANA,DP-UDC,2002
6.0,NACIONAL,PARTIDO SOCIAL CRISTIANO,PSC,2002
7.0,NACIONAL,PARTIDO RENOVADOR INSTITUCIONAL ACCION NACIONAL,PRIAN,2002
10.0,NACIONAL,PARTIDO ROLDOSISTA ECUATORIANO,PRE,2002
11.0,NACIONAL,PARTIDO LIBERTAD,PL,2002
12.0,NACIONAL,PARTIDO IZQUIERDA DEMOCRATICA,ID,2002
14.0,NACIONAL,PARTIDO ALFARISMO NACIONAL,AN,2002
15.0,NACIONAL,PARTIDO MOVIMIENTO POPULAR DEMOCRATICO,MPD,2002
17.0,NACIONAL,PARTIDO SOCIALISTA - FRENTE AMPLIO,PS-FA,2002
18.0,NACIONAL,MOVIMIENTO UNIDAD PLURINACIONAL PACHAKUTIK - NUEVO PAIS,MUPP-NP,2002
19.0,NACIONAL,MOVIMIENTO REALIDAD 2000,MR2000,2002
20.0,NACIONAL,MOVIMIENTO RENOVACION DEMOCRATICA,MRD,2002
21.0,NACIONAL,MOVIMIENTO CIUDADANOS NUEVO PAIS,MCNP,2002
22.0,NACIONAL,MOVIMIENTO TRANSFORMACION SOCIAL INDEPENDIENTE,TSI,2002
23.0,NACIONAL,MOVIMIENTO NUEVO AMANECER,MNA,2002
24.0,NACIONAL,MOVIMIENTO PATRIA SOLIDARIA,MPS,2002
25.0,NACIONAL,MOVIMIENTO JUSTICIA,MJ,2002
27.0,NACIONAL,MOVIMIENTO INQUILINOS POR LA PATRIA,MIPP,2002
28.0,NACIONAL,MOVIMIENTO INDEPENDIENTE AMAUTA JATARI,MIAJ,2002
29.0,NACIONAL,MOVIMIENTO INDEPENDIENTE NACIONAL POR LA CONCERTACION SOCIAL,MINCS,2002
30.0,NACIONAL,MOVIMIENTO DE INTEGRACION NACIONAL - MIN,MIN,2002
32.0,NACIONAL,MOVIMIENTO PATRIOTICO SIMON BOLIVAR,MPSM,2002
34.0,NACIONAL,MOVIMIENTO POR LA SEGUNDA INDEPENDENCIA,MSI,2002
35.0,NACIONAL,PPPP,OPP,2002
39.0,NACIONAL,MOVIMIENTO ESPERANZA TRANSFORMACION Y  ACCION,META,2002
40.0,NACIONAL,BINOMIO ROLDOS PADILLA,RP,2002
201.0,ALIANZA,PARTIDO LIBERAL RADICAL ECUATORIANO/MOVIMIENTO ESPERANZA TRANSFORMACION Y ACCION,PLRE/META,2002
202.0,ALIANZA,PARTIDO SOCIEDAD PATRIOTICA 21 DE ENERO/MOVIMIENTO UNIDAD PLURINACIONAL PACHAKUTIK-NUEVO PAIS,PSP/MUPP-NP,2002
10000000041.0,PROVINCIAL,MOVIMIENTO INDEPENDIENTE FUERZA  AZUAYA DE DESARROLLO,MIFAD,2002
10000000201.0,ALIANZA,ALIANZA SOCIAL CRISTIANO / IZQUIERDA DEMOCRATICA,PSC/ID,2002
10000000202.0,ALIANZA,ALIANZA MOVIMIENTO POPULAR DEMOCRATICO / SOCIALISTA - FRENTE AMPLIO,MPD /PS-FA,2002
12600000045.0,CANTONAL,FUERZA ECUATORIANA,FE,2002
12600000048.0,CANTONAL,POR TI CUENCA,PTC,2002
15550000042.0,CANTONAL,MOVIMIENTO INDEPENDIENTE SOLIDARIO CAMPESINO PUCARA,MISCP,2002
15560000043.0,CANTONAL,MOVIMIENTO FRENTE INDEPENDIENTE PROGRESISTA PONCE ENRIQUEZ,MFIPPE,2002
15560000044.0,CANTONAL,MOVIMIENTO Y ACCION DE PUEBLOS ORGANIZADOS,MAPO,2002
15560000047.0,CANTONAL,MOVIMIENTO INDEPENDIENTE DE ACCION PARTICIPATIVA,MIAP,2002
15560000203.0,ALIANZA,ALIANZA,DP-UDC/MAPO,2002
15560000204.0,ALIANZA,ALIANZA SOCIAL CRISTIANO / MOVIMIENTO FRENTE  INDEPENDIENTE PROGRESISTA PONCE ENRIQUEZ,PSC/MFIPPE,2002
19900000049.0,CANTONAL,ASAMBLEAS DE FISCALIZACION GESTION Y TRANSPARENCIA GUACHAPALA,AFG,2002
20000000042.0,PROVINCIAL,MOVIMIENTO INDEPENDENCIA BOLIVARIANA,MIB,2002
20000000201.0,ALIANZA,ALIANZA GRAN ALIANZA PROVINCIAL,UN - UNO/AN,2002
20000000202.0,ALIANZA,ALIANZA BOLIVARIANA,TSI /MIB,2002
20000000203.0,ALIANZA,PEPITO,MIB /MR2000,2002
30000000041.0,PROVINCIAL,MOVIMIENTO INDEPENDIENTE ALLI KAUSAY,MIAK,2002
30000000201.0,ALIANZA,1-4-5,UN - UNO/CFP/DP-UDC,2002
30000000202.0,ALIANZA,UNIDAD POPULAR,MPD /PS-FA,2002
32350000203.0,ALIANZA,ALIANZA UNION NACIONAL/DEMOCRACIA POPULAR -UNION DEMOCRATA CRISTIANA,UN - UNO/DP-UDC,2002
40000000041.0,PROVINCIAL,MOVIMIENTO DE IDENTIDAD CARCHENSE,M.I.C.,2002
40000000042.0,PROVINCIAL,MOVIMIENTO INDEPENDIENTE TRABAJO Y DEMOCRACIA,T.D.,2002
40000000201.0,ALIANZA,NUEVA ALTERNATIVA 6-14,PSC/AN,2002
40000000202.0,ALIANZA,LISTAS 10-5,PRE /DP-UDC,2002
40000000203.0,ALIANZA,IZQUIERDA UNIDA,MPD /PS-FA,2002
40150000043.0,CANTONAL,MOVIMIENTO INTEGRACION POPULAR,M.I.P,2002
50000000201.0,ALIANZA,ALIANZA CONCENTRACION DE FUERZAS POPULARES/SOCIALISTA - FRENTE AMPLIO,CFP/PS-FA,2002
50000000202.0,ALIANZA,ALIANZA SOCIAL CRISTIANO/ALFARISMO NACIONAL,PSC/AN,2002
60000000041.0,PROVINCIAL,MOVIMIENTO ACCION INDEPENDIENTE,MAI,2002
60000000043.0,PROVINCIAL,MOVIMIENTO ALIANZA DEL PUEBLO,MAP,2002
60000000046.0,PROVINCIAL,PARTICIPACION Y ACCION INDEPENDIENTE,PAN,2002
60000000050.0,NACIONAL,PROYECTO PATRIOTICO POPULAR,PPP,2002
60000000051.0,NACIONAL,MOVIMIENTO FUERZA ACTIVA DEL DESARROLLO ECUATORIANO,FADE,2002
60000000201.0,ALIANZA,ALIANZA CONCENTRACION DE FUERZAS POPULARES/MOVIMIENTO CIUDADANO NUEVO PAIS,CFP/MCNP,2002
60000000202.0,ALIANZA,ALIANZA SOCIALISTA -FRENTE AMPLIO/MOVIMIENTO MINGA 2000,PS-FA /MIN2000,2002
61900000203.0,ALIANZA,ALIANZA SOCIEDAD PATRIOTICA 21 DE ENERO/MOVIMIENTO POPULAR DEMOCRATICO,PSP/MPD,2002
62050000047.0,CANTONAL,MINGA 2000,MIN2000,2002
62050000204.0,ALIANZA,ALIANZA,ID /AN,2002
62050000205.0,ALIANZA,ALIANZA,MIN2000 /PS-FA,2002
62100000044.0,CANTONAL,"MOVIMIENTO DE UNIDAD CORONEL ""AMBROSIO LASSO""",MUCAL,2002
62100000206.0,ALIANZA,ALIANZA,DP-UDC/MUCAL,2002
62150000207.0,ALIANZA,ALIANZA,CFP/PSC,2002
62150000208.0,ALIANZA,ALIANZA,DP-UDC/MAI,2002
62200000209.0,ALIANZA,ALIANZA SOCIALISTA FRENTE AMPLIO/SOCIEDAD PATRIOTICA 21 DE ENERO,PS-FA /PSP,2002
70000000041.0,PROVINCIAL,MOVIMIENTO CIVICO INDEPENDIENTE,MCI,2002
70000000043.0,PROVINCIAL,MOVIMIENTO PARA EL PUEBLO,MPP,2002
70000000044.0,PROVINCIAL,MOVIMIENTO CIVICO FUERZA ORENSE,MCFO,2002
70000000201.0,ALIANZA,ALIANZA UNION NACIONAL UNO / MOVIMIENTO CIVICO INDEPENDIENTE,UN - UNO/MCI,2002
70000000202.0,ALIANZA,ALIANZA LIBERAL RADICAL ECUATORIANO /ALFARISMO NACIONAL,PLRE/AN,2002
70000000203.0,ALIANZA,ALIANZA SOCIEDAD PATRIOTICA 21 DE ENERO/MOVIMIENTO UNIDAD PLURINACIONAL PACHAKUTIK - NUEVO PAIS / MOVIMIENTO PUEBLO PARA EL PUEBLO,PSP/MUPP-NP /MPP,2002
73500000045.0,CANTONAL,NAN,NAN,2002
73550000204.0,ALIANZA,ALIANZA,MCNP /UN - UNO,2002
73550000205.0,ALIANZA,ALIANZA MOVIMIENTO CIUDADANOS NUEVO PAIS/MOVIMIENTO CIVICO INDEPENDIENTE/UNION NACIONAL -UNO,MCNP /MCI /UN - UNO,2002
75850000206.0,ALIANZA,ALIANZA POPULAR CHILLA 2002,ID - MPDID /MPD,2002
76900000207.0,ALIANZA,ALIANZA,PRE /DP-UDC,2002
76950000042.0,CANTONAL,NAN,FIMA,2002
77050000208.0,ALIANZA,ALIANZA DEMOCRACIA POPULAR- UNION DEMOCRATA CRISTIANA/IZQUIERDA DEMOCRATICA,DP-UDC/ID,2002
78600000209.0,ALIANZA,ALIANZA CONCENTRACION FUERZAS POPULARES / MOVIMIENTO PATRIA SOLIDARIA,CFP/MPS,2002
78750000210.0,ALIANZA,ALIANZA LIBERAL RADICAL ECUATORIANO/ALFARISMO NACIONAL/MOVIMIENTO POPULAR DEMOCRATICO,PLRE/AN /MPD,2002
80000000041.0,PROVINCIAL,MUJERES AL PODER,MUJERES AL PODER,2002
80000000042.0,PROVINCIAL,MOVIMIENTO INDEPENDIENTE AFRO ESMERALDENO RAICES,MAER,2002
80000000043.0,PROVINCIAL,MOVIMIENTO INDEPENDIENTE ACCION NUEVA,MIAN,2002
80000000201.0,ALIANZA,ALIANZA UNIDAD ESMERALDENA,DP-UDC/MIN,2002
85700000202.0,ALIANZA,ALIANZA IZQUIERDA DEMOCRATICA / DEMOCRACIA POPULAR - UNION DEMOCRATA CRISTIANA,ID /DP-UDC,2002
90000000043.0,PROVINCIAL,MOVIMIENTO INDEPENDIENTE NUEVO HORIZONTE,MNH,2002
90000000044.0,PROVINCIAL,ALIANZA POLITICA INDEPENDIENTE ECUATORIANA,APIE,2002
90000000048.0,PROVINCIAL,UNION DEMOCRATA CRISTIANA,UDC,2002
90950000050.0,CANTONAL,MOVIMIENTO INDEPENDIENTE PROGRESISTA BALOENSE,MPB,2002
94250000201.0,ALIANZA,ALIANZA DEMOCRACIA POPULAR-UNION DEMOCRATA CRISTIANA/SOCIALISTA FRENTE AMPLIO,DP-UDC/PS-FA,2002
94300000202.0,ALIANZA,ALIANZA CONCENTRACION DE FUERZAS POPULARES/MOVIMIENTO UNIDAD PLURINACIONAL PACHAKUTIK-NUEVO PAIS,CFP/MUPP-NP,2002
100000000201.0,ALIANZA,ALIANZA UNION NACIONAL - UNO / DEMOCRACIA POPULAR - UNION DEMOCRATA CRISTIANA,UN - UNO/DP-UDC,2002
100000000202.0,ALIANZA,UNIDAD PATRIOTICA POPULAR,PSP/MPD,2002
100000000203.0,ALIANZA,UNIDAD IMBABURENA,PSC/AN,2002
100350000042.0,CANTONAL,MOVIMIENTO INDEPENDIENTE ECUADOR RUMINAHUI,MIER,2002
100500000041.0,CANTONAL,MOVIMIENTO INDEDPENDIENTE TIERRA NUESTRA,M-TNT,2002
100500000204.0,ALIANZA,UNIDAD CANTONAL,DP-UDC/PSC/AN,2002
110000000042.0,PROVINCIAL,MOVIMIENTO DE INTEGRACION REGIONAL ECUATORIANO,MIRE,2002
110000000201.0,ALIANZA,ALIANZA IZQUIERDA DEMOCRATICA / MOVIMIENTO DE INTEGRACION REGIONAL ECUATORIANO,ID/MIRE,2002
113100000202.0,ALIANZA,ALIANZA MOVIMIENTO POPULAR DEMOCRATICO/SOCIALISTA-FRENTE AMPLIO,MPD /PS-FA MPD /PS-FA,2002
113110000203.0,ALIANZA,ALIANZA MOVIMIENTO POPULAR DEMOCRATICO/ SOCIALISTA-FRENTE AMPLIO,MPD /PS-FA,2002
113150000204.0,ALIANZA,ALIANZA SOCIEDAD PATRIOTICA 21 DE ENERO/MOVIMIENTO POPULAR DEMOCRATICO/SOCIALISTA FRENTE AMPLIO,PSP/MPD /PS-FA,2002
113250000205.0,ALIANZA,ALIANZA LIBERAL RADICAL ECUATORIANO/CONCENTRACION DE FUERZAS POPULARES,PLRE/CFP,2002
113250000206.0,ALIANZA," ALIANZA MOVIMIENTO POPULAR DEMOCRATICO/SOCIALISTA FRENTE AMPLIO",MPD /PS-FA,2002
113300000207.0,ALIANZA,ALIANZA MOVIMIENTO POPULAR DEMOCRATICO/SOCIALISTA FRENTE AMPLIO/SOCIEDAD PATRIOTICA 21 DE ENERO,MPD/PS-FA/PSP,2002
113350000208.0,ALIANZA,ALIANZA MOVIMIENTO POPULAR DEMOCRATICO /SOCIALISTA- FRENTE AMPLIO,MPD /PS-FA,2002
113400000209.0,ALIANZA,ALIANZA MOVIMIENTO POPULAR DEMOCRATICO/SOCIALISTA-FRENTE AMPLIO,MPD /PS-FA,2002
113450000210.0,ALIANZA,ALIANZA MOVIMIENTO POPULAR DEMOCRATICO/SOCIALISTA - FRENTE AMPLIO,MPD /PS-FA,2002
117300000211.0,ALIANZA,ALIANZA MOVIMIENTO POPULAR DEMOCRATICO/SOCIEDAD PATRIOTICA 21 DE ENERO,MPD/PSP,2002
117400000043.0,CANTONAL,FRENTE DE ACCION Y DESARROLLO QUILANGUENSE,FADQ,2002
118150000212.0,ALIANZA,ALIANZA MOVIMIENTO POPULAR DEMOCRATICO/SOCIALISTA FRENTE AMPLIO,MPD /PS-FA,2002
120000000201.0,ALIANZA,ALIANZA SOCIEDAD PATRIOTICA 21 DE ENERO / MOVIMIENTO POPULAR DEMOCRATICO,PSP/MPD,2002
120000000202.0,ALIANZA,ALIANZA SOCIEDAD PATRIOTICA -MPD-PACHAKUTIK,PSP/MPD /MUPP-NP,2002
120000000203.0,ALIANZA,ALIANZA MPD-SOCIEDAD PATRIOTICA-UNIDAD PLURINACIONAL,MPD /PSP/MUPP-NP,2002
120000000204.0,ALIANZA,ALIANZA MPD-PACHAKUTIK,MPD /MUPP-NP,2002
120000000205.0,ALIANZA,ALIANZA SOCIALISTA FRENTE AMPLIO-DEMOCRACIA POPULAR,PS-FA /DP-UDC,2002
125400000206.0,ALIANZA,ALIANZA MOVIMIENTO UNIDAD PLURINACIONAL PACHAKUTIK-NUEVO PAIS/ SOCIEDAD PATRIOTICA  21 DE ENERO,MUPP-NP /PSP,2002
130000000041.0,PROVINCIAL,MOVIMIENTO ARTESANAL POLITICO ECUATORIANO,M.A.P.E.,2002
130000000201.0,ALIANZA,ALIANZA,PSP/MUPP-NP /AN,2002
134400000045.0,CANTONAL,MOVIMIENTO POLITICO DE LIBERACION NACIONAL,MPLN,2002
134500000042.0,CANTONAL,MOVIMIENTO INDEPENDIENTE ULTIMA CUMBRE,MIUC,2002
134500000044.0,CANTONAL,MOVIMIENTO INDEPENDIENTE SOLUCION ECUATORIANA,MISE,2002
134550000043.0,CANTONAL,FRENTE REVOLUCIONARIO INDEPENDIENTE UNIVERSITARIO DE JIPIJAPA,FRIU-J,2002
134600000046.0,CANTONAL,MOVIMIENTO CAMPESINO INDEPENDIENTE,MIC,2002
140000000041.0,PROVINCIAL,MOVIMIENTO DE INTEGRACION CAMPESINA DE MORONA SANTIAGO,MICMS,2002
140000000042.0,PROVINCIAL,MOVIMIENTO POLITICO DE UNIDAD PROVINCIAL INDEPENDIENTE,UPI,2002
140000000201.0,ALIANZA,ALIANZA SOCIEDAD PATRIOTICA 21 DE ENERO / MOVIMIENTO AMAUTA JATARI,PSP/MIAJ,2002
140000000202.0,ALIANZA,ALIANZA CONCERTACION PROVINCIAL,DP-UDC/ID,2002
140000000203.0,ALIANZA,ALIANZA EL PUEBLO AL PODER,PRE /UPI,2002
140000000204.0,ALIANZA,ALIANZA,ID /DP-UDC,2002
146000000205.0,ALIANZA,ALIANZA SOCIEDAD PATRIOTICA 21 DE ENERO/ROLDOSISTA ECUATORIANO/MOVIMIENTO UNIDAD PROVINCIAL INDEPENDIENTE/ALFARISMO NACIONAL,PSP/PRE /UPI /AN,2002
146000000206.0,ALIANZA,ALIANZA MOVIMIENTO DE INTEGRACION CAMPESINA / DEMOCRACIA POPULAR - UNION DEMOCRATA CRISTIANA,MICMS /DP-UDC,2002
149250000207.0,ALIANZA,ALIANZA ROLDOSISTA ECUATORIANO/MOVIMIENTO UNIDAD PROVINCIAL INDEPENDIENTE/ALFARISMO NACIONAL,PRE /UPI /AN,2002
150000000041.0,PROVINCIAL,MOVIMIENTO  ALIANZA AMAZONICA,MAA,2002
150000000201.0,ALIANZA,ALIANZA PARTIDO SOCIEDAD PATRIOTICA 21 DE ENERO / MOVIMIENTO POPULAR DEMOCRATICO,PSP/MPD,2002
150000000202.0,ALIANZA,ALIANZA ALFARISMO NACIONAL /ALIANZA AMAZONICA,AN /MAA,2002
150000000203.0,ALIANZA,ALIANZA MOVIMIENTO UNIDAD PLURINACIONAL PACHAKUTIK NUEVO PAIS / CONCENTRACION DE FUERZAS POPULARES,MUPP-NP /CFP,2002
152550000204.0,ALIANZA,ALIANZA MOVIMIENTO POPULAR DEMOCRATICO / PARTIDO SOCIEDAD PATRIOTICA 21 DE ENERO,MPD /PSP,2002
156350000205.0,ALIANZA,ALIANZA MOVIMIENTO POPULAR DEMOCRATICO/MOVIMIENTO UNIDAD PLURINACIONAL PACHAKUTIK -NUEVO PAIS,MPD /MUPP-NP,2002
160000000041.0,PROVINCIAL,MOVIMIENTO INDEPENDIENTE EDUARDO VASCONEZ,MIEV,2002
160000000201.0,ALIANZA,ALIANZA,UN - UNO/PSC,2002
160000000202.0,ALIANZA,ALIANZA,PS-FA /CFP,2002
170000000042.0,PROVINCIAL,MOVIMIENTO INDEPENDIENTE TRANSFORMACION NACIONAL,MITN,2002
170000000044.0,PROVINCIAL,UNIDAD PATRIOTICA DEL PUEBLO,UPP,2002
180000000042.0,PROVINCIAL,MOVIMIENTO INDEPENDIENTE FRENTE CIVICO POR AMBATO Y TUNGURAHUA,MIFC,2002
180000000201.0,ALIANZA,ALIANZA FRENTE PATRIOTICO,PSP/MPD,2002
180000000202.0,ALIANZA,ALIANZA ROLDOSISTA ECUATORIANO/MOVIMIENTO INDEPENDIENTE AMAUTA JATARI,PRE /MIAJ,2002
180000000203.0,ALIANZA,ALIANZA FRENTE CIVICO POR UN NUEVO PAIS,MCNP /MIFC,2002
180000000204.0,ALIANZA,ALIANZA FRENTE CIVICO CIUDADANOS NUEVO PAIS,MIFC /MCNP,2002
181450000041.0,CANTONAL,MOVIMIENTO INDEPENDIENTE PILLARENO,MIP,2002
181450000205.0,ALIANZA,ALIANZA FRENTE PATRIOTICO,PSP/MPD /MUPP-NP,2002
181500000043.0,CANTONAL,MOVIMIENTO INDEPENDIENTE UNIDAD BANENA,MIUB,2002
181500000206.0,ALIANZA,ALIANZA UNIDAD BANENA,PS-FA /MCNP /MIFC,2002
181550000207.0,ALIANZA,ALIANZA FRENTE CIVICO PACHAKUTIK NUEVO PAIS,MUPP-NP /MCNP /MIFC,2002
190000000042.0,PROVINCIAL,MOVIMIENTO PROGRESISTA ZAMORA CHINCHIPE,MPZCH,2002
190000000201.0,ALIANZA,ALIANZA PROGRESISTA,CFP/ID /AN /MPZCH,2002
190000000202.0,ALIANZA,ALIANZA PROVINCIAL MOVIMIENTO DE UNIDAD PLURINACIONAL PACHAKUTIK Y PARTIDO SOCIALISTA FRENTE AMPLIO,PS-FA /MUPP-NP,2002
196550000043.0,CANTONAL,MOVIMIENTO INDEPENDIENTE NUEVO ZAMORA,MINZA,2002
200000000042.0,PROVINCIAL,MOVIMIENTO DE IDENTIDAD PROVINCIAL,MIP,2002
210000000041.0,PROVINCIAL,MOVIMIENTO INDEPENDIENTE AMAZONICO,M.I.A.,2002
210000000201.0,ALIANZA,ALIANZA IZQUIERDA DEMOCRATICA/MOVIMIENTO INDEPENDIENTE AMAZONICO M.I.A,ID /M.I.A.,2002
210000000202.0,ALIANZA,ALIANZA MOVIMIENTO UNIDAD PLURINACIIONAL PACHAKUTIK -NUEVO PAIS/MOVIMIENTO CIUDADANOS NUEVO PAIS,MUPP-NP /MCNP,2002
220000000042.0,PROVINCIAL,MOVIMIENTO DE INTEGRACION PROVINCIAL,MIP,2002
220000000060.0,PROVINCIAL,ALIANZA AMAZONICA,AA,2002
220000000201.0,ALIANZA,ALIANZA UNION NACIONAL - UNO/ CONCENTRACION DE FUERZAS POPULARES,UN - UNO/CFP,2002
220000000202.0,ALIANZA,ALIANZA IZQUIERDA DEMOCRATICA/MOVIMIENTO CIUDADANOS NUEVO PAIS,ID /MCNP,2002
220000000203.0,ALIANZA,ALIANZA INTEGRACION MUSHUK INTI,AN /PS-FA /DP-UDC,2002
220000000204.0,ALIANZA,ALIANZA MOVIMIENTO DE INTEGRACION PROVINCIAL/PARTIDO ROLDOSISTA ECUATORIANO,MIP /PRE,2002
226450000205.0,ALIANZA,ALIANZA INTEGRACION MUSHUK INTI,AN /PS-FA /DP-UDC/MIAJ,2002
1.0,NACIONAL,CONCENTRACION DE FUERZAS POPULARES,CFP,2006
3.0,NACIONAL,UNION DEMOCRATA CRISTIANA,UDC,2006
4.0,NACIONAL,PARTIDO SOCIAL CRISTIANO,PSC,2006
5.0,NACIONAL,PARTIDO RENOVADOR INSTITUCIONAL ACCION NACIONAL,PRIAN,2006
6.0,NACIONAL,PARTIDO ROLDOSISTA ECUATORIANO,PRE,2006
7.0,NACIONAL,PARTIDO IZQUIERDA DEMOCRATICA,ID,2006
8.0,NACIONAL,PARTIDO MOVIMIENTO POPULAR DEMOCRATICO,MPD,2006
9.0,NACIONAL,PARTIDO SOCIALISTA - FRENTE AMPLIO,PS-FA,2006
10.0,NACIONAL,MOVIMIENTO UNIDAD PLURINACIONAL PACHAKUTIK - NUEVO PAIS,MUPP-NP,2006
11.0,NACIONAL,MOVIMIENTO COMPROMISO CIVICO CRISTIANO CON LA COMUNIDAD. C4,C4,2006
12.0,NACIONAL,MOVIMIENTO NACIONAL DESPERTAR CIVICO,MNDC,2006
13.0,NACIONAL,MOVIMIENTO REVOLUCION INTELECTUAL DEL PUEBLO,M. PRIP,2006
14.0,NACIONAL,MOVIMIENTO ECLECTICO,ME,2006
15.0,NACIONAL,MOVIMIENTO NUEVO AMANECER,MNA,2006
16.0,NACIONAL,MOVIMIENTO REVOLUCIONARIO DE PARTICIPACION POPULAR,MRPP,2006
17.0,NACIONAL,MOVIMIENTO RED ETICA Y DEMOCRACIA,RED,2006
18.0,NACIONAL,MOVIMIENTO GENTE COMUN,MGC,2006
24.0,NACIONAL,INTEGRACION NACIONAL ALFARISTA,INA,2006
47.0,NACIONAL,MOVIMIENTO INDEPENDIENTE NACIONAL NUEVA VIDA,MINNV,2006
48.0,NACIONAL,PARTIDO SOCIEDAD PATRIOTICA,PSP,2006
49.0,NACIONAL,MOVIMIENTO TIERRA FERTIL,MTF,2006
50.0,NACIONAL,MOVIMIENTO ACCION Y CAMBIO,MAC,2006
51.0,NACIONAL,MOVIMIENTO CIUDADANOS NUEVO PAIS,MCNP,2006
53.0,NACIONAL,MOVIMIENTO UNIDAD NACIONAL SIGLO XX1,MUN,2006
54.0,NACIONAL,MOVIMIENTO FUERZA CIUDADANA,MFC,2006
55.0,NACIONAL,MOVIMIENTO DE LA REIVINDICACION DEMOCRATICA,MRD,2006
56.0,NACIONAL,MOVIMIENTO PATRIA ALTIVA Y SOBERANA,MPAIS,2006
57.0,NACIONAL,MOVIMIENTO MANDATO CIUDADANO,MMC,2006
58.0,NACIONAL,MOVIMIENTO VICTORIOSO REVOLUCIONARIO,MVR,2006
59.0,NACIONAL,MOVIMIENTO ACCION HUMANISTA,MAH,2006
60.0,NACIONAL,MOVIMIENTO CONCILIACION NACIONAL,MCN,2006
61.0,NACIONAL,MOVIMIENTO DE LA REVOLUCION PACIFICA,MRP,2006
62.0,NACIONAL,MOVIMIENTO ALIANZA TERCERA REPUBLICA ALBA,ATR,2006
63.0,NACIONAL,MOVIMIENTO POLITICO NACIONAL JUSTICIA SOCIAL PARA USTED,JSPU,2006
64.0,NACIONAL,MOVIMIENTO ALIANZA NACIONALISTA,MAN,2006
65.0,NACIONAL,MOVIMIENTO DE UNIDAD NACIONAL TODOS IGUALES,MNTI,2006
66.0,NACIONAL,MOVIMIENTO BOLIVARIANO ALFARISTA,MBA,2006
67.0,NACIONAL,MOVIMIENTO INDEPENDIENTE PATRIOTICO ECUATORIANO,MIPE,2006
68.0,NACIONAL,MOVIMIENTO FRENTE REVOLUCIONARIO DE INDEPENDENCIA NACIONAL FRIN,FRIN,2006
69.0,NACIONAL,MOVIMIENTO ARTESANAL POLITICO ECUATORIANO,MAPE,2006
70.0,NACIONAL,MOVIMIENTO RENOVAVION NACIONAL ECUATORIANA,RENACE,2006
71.0,ALIANZA,ALIANZA ID/RED,ID/RED,2006
72.0,ALIANZA,ALIANZA MPAIS/PS-FA,MPAIS/PS-FA,2006
1001.0,ALIANZA,ALIANZA MPAIS/MUPP-NP,MPAIS/MUPP-NP,2006
1002.0,PROVINCIAL,MOVIMIENTO ACUERDO PROGRESISTA,ACP,2006
1003.0,PROVINCIAL,MOVIMIENTO ACCION SOLIDARIA,MAS,2006
1004.0,ALIANZA,ALIANZA MPAIS/MUPP-NP/ACP,MPAIS/MUPP-NP/ACP,2006
1005.0,ALIANZA,ALIANZA MPAIS/ACP/MUPP-NP,MPAIS/ACP/MUPP-NP,2006
1006.0,ALIANZA,ALIANZA PS-FA/MUPP-NP/MPAIS/ACP,PS-FA/MUPP-NP/MPAIS/ACP,2006
1007.0,CANTONAL,MOVIMIENTO REVOLUCIONARIO BOLIVARIANO PUCARA,MRBP,2006
1008.0,ALIANZA,ALIANZA ATR/MRBP,ATR/MRBP,2006
2001.0,ALIANZA,ALIANZA   PSP/INA,PSP/INA,2006
2002.0,CANTONAL,AMAUTA YUYAY,MIIAY,2006
2003.0,CANTONAL,MOVIMIENTO INTEGRACION CALUMENA,MIC,2006
2004.0,PROVINCIAL,MOVIMIENTO DESARROLLO SOCIAL,MDS,2006
2005.0,PROVINCIAL,MOVIMIENTO ACCION BOLIVARENSE,MIAB,2006
2006.0,ALIANZA,ALIANZA  ID/RED,ID/RED,2006
2007.0,ALIANZA,ALIANZA   PS-FA/MPAIS,PS-FA/MPAIS,2006
2008.0,ALIANZA,ALIANZA  PSP/INA/MIIAY,PSP/INA/MIIAY,2006
3001.0,ALIANZA,ALIANZA MPD/MRD,MPD/MRD,2006
3002.0,ALIANZA,ALIANZA PS-FA/MPAIS,PS-FA/MPAIS,2006
3003.0,ALIANZA,ALIANZA ID/RED,ID/RED,2006
3004.0,CANTONAL,MOVIMIENTO INDEPENDIENTE JIMMISTA,MIJ,2006
3005.0,CANTONAL,MOVIENTO POLITICO FRENTE CIUDADANO,MPFC,2006
3006.0,CANTONAL,MOVIMIENTO INDEPENDIENTE ALLI KAUSAY,MIAK,2006
3007.0,ALIANZA,ALIANZA  MIAK/ID/RED,MIAK/ID/RED,2006
3008.0,ALIANZA,ALIANZA MIJ/RED,MIJ/RED,2006
3009.0,ALIANZA,ALIANZA MPFC/RED/ID,MPFC/RED/ID,2006
3010.0,ALIANZA,ALIANZA ID/RED/MPFC,ID/RED/MPFC,2006
4002.0,PROVINCIAL,MOVIMIENTO TRABAJO Y DEMOCRACIA,TD,2006
